"","AGENCYNAME","SOURCE","AGENCYUNIQ","LASTMODIFI","MODIFIEDBY","SOURCECOMM","Date_Data_","Shape_STAr","Shape_STLe"
"3350","Los Ranchos De Uvas Water Company","WARNOLD",4391,"2015/10/30","WARNOLD","LRDUWC outlined boundary on Google Map & NAIP 2012 Aerial","2015/10/30",246908.925819,2008.18918837
"3351","Laguna Village RV Park","JCOMMON",4392,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",4471.90232182,294.925923134
"3352","Acorn Mobile Village","JCOMMON",4393,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",15025.3878894,540.891278637
"3353","Westerner Mobile Home Park","JCOMMON",4394,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",18539.9217248,585.138666949
"3354","Travel Lodge Mobile Home Park","JCOMMON",4395,"2015/11/19","WARNOLD","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",85537.9600482,1517.63440401
"3355","Colonial Estates Mobile Home Park","JCOMMON",4396,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",76877.0582328,1220.02195383
"3356","Cara Bay Apartments","JCOMMON",4397,"2015/11/19","WARNOLD","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",12705.996387,735.365227012
"3357","Eleven Oaks Mobile Home Park","JCOMMON",4398,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",50868.300149,991.340481403
"3358","McClellan Mobile Home Park","JCOMMON",4399,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",51811.8283186,959.998715678
"3359","Delta Crossing Mobile Home Park","JCOMMON",4400,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",16616.2968826,537.513536567
"3360","El Dorado West Mobile Home Park","JCOMMON",4401,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",39760.4324021,797.866941315
"3361","Morada Acres Water System","JCOMMON",4403,"2015/11/03","JCOMMON","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/03",61909.1454809,1016.55684392
"3362","Almond Park Water System","JCOMMON",4404,"2015/11/03","JCOMMON","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/03",33395.5741102,799.668431013
"3363","Morada Manor Water System","JCOMMON",4405,"2015/11/03","JCOMMON","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/03",61262.5893975,1011.80327629
"3364","Maurland Manor Water System","JCOMMON",4406,"2015/11/03","JCOMMON","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/03",68221.4837329,1286.17864097
"3365","Rancho San Joaquin Water System","JCOMMON",4407,"2015/11/03","JCOMMON","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/03",115079.935595,1520.292178
"3366","Lodi Lake Mobile Home Park","JCOMMON",4408,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",17846.8703619,571.621416974
"3367","Gayla Manor Public Water System","JCOMMON",4409,"2015/11/05","JCOMMON","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/03",116293.87809,1438.72372088
"3368","Caribou Mobile Home Park Public Water System","JCOMMON",4413,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",36557.6978178,909.610223276
"3369","El Rio Mobile Home Park","JCOMMON",4417,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",9401.40038013,431.745038724
"3370","Tahama Village Mobile Home Park","JCOMMON",4419,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",37999.7810901,813.025287742
"3371","A1 Winston Mobile Home Park","JCOMMON",4420,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",8247.4718914,435.117289359
"3372","Country Squire Mobile Estates","JCOMMON",4421,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",23122.7909751,735.848854292
"3373","Big Wheel Mobile Home Park","JCOMMON",4423,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",33887.1013309,757.361433982
"3374","Lockeford Mobile Home Park Water System","JCOMMON",4424,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",16520.9527977,520.733487046
"3375","Corral Hollow Public Water System","JCOMMON",4426,"2015/11/03","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/03",86439.0319865,1251.78258792
"3376","Sunnyside Estates Water System","JCOMMON",4427,"2015/11/19","WARNOLD","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/04",37442.4191028,774.32441798
"3377","Shaded Terrace Public Water System","JCOMMON",4428,"2015/11/05","JCOMMON","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/04",119250.406888,1409.31292405
"3378","Clements Water Works #43","JCOMMON",4429,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",334655.539633,4036.89830006
"3379","Morada Estates Public Water System","JCOMMON",4430,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",220890.226981,2730.36505101
"3380","Elkhorn Estates Water System","JCOMMON",4431,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",161345.662426,5055.08141313
"3381","Spring Creek Estates Public Water System","JCOMMON",4432,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",56479.4303639,1267.5768039
"3382","Fairway Estates Public Water System CSA-18","JCOMMON",4433,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",134791.717267,3465.95985064
"3383","Walnut Acres","JCOMMON",4434,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",123033.093535,1458.47946353
"3384","Wilkinson Manor A-Zone Public Water System","JCOMMON",4435,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",774949.774212,5324.28086944
"3385","Par Country Estates CSA-16","JCOMMON",4436,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",366239.238165,5138.81358204
"3386","Acampo Water System","JCOMMON",4437,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",144011.553184,1989.23555817
"3387","Morada Estates North Public Water System #46","JCOMMON",4438,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",866865.125561,4992.59388241
"3388","San Joaquin County - Colonial Heights","JCOMMON",4439,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",783421.322927,4116.00332108
"3389","San Joaquin County - Thornton","JCOMMON",4440,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",1463814.3902,6055.82833312
"3390","San Joaquin County - Lincoln Village","JCOMMON",4441,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",2219056.78718,10974.0841384
"3391","San Joaquin County - Raymus Village","JCOMMON",4443,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",448008.392202,4503.10518831
"3392","San Joaquin County - Mokelumne Acres","JCOMMON",4449,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",1500875.61694,7394.99581682
"3393","Linden County Water District","JCOMMON",4450,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",1226965.14832,9662.29394246
"3394","Mountain House Community Services District","JCOMMON",4231,"2015/11/05","JCOMMON","From San Joaquin County GIS.","2015/11/05",15361429.3103,25289.8733399
"3395","Country Club Vista","JCOMMON",4452,"2015/11/06","JCOMMON","From San Joaquin County Public Works GIS, digitized against NAIP 2012 imagery.","2015/11/06",66710.6107801,1066.40992689
"3396","Morehead Park","JCOMMON",4453,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",47821.5667806,1217.2468587
"3397","Haven Acres River Club Incorporated","JCOMMON",4454,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",30391.7980413,1134.5684835
"3398","Double L Mobile Estates","JCOMMON",4455,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",54445.6723192,1036.78841221
"3399","Cardoza Villa Corporation","JCOMMON",4456,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",37011.7953005,1284.43371186
"3400","Sahara Mobile Court","JCOMMON",4457,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",57498.8660367,1028.71960729
"3401","Twin Oaks Mobile Home Park","JCOMMON",4459,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",31860.8891569,822.402753901
"3402","San Joaquin Water Works #2","JCOMMON",4460,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",242307.875717,2946.35996581
"3403","King Island Trailer Park Water System","JCOMMON",4461,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",36043.8512943,883.893312786
"3404","San Juan Vista","JCOMMON",4464,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",16831.7898614,526.399358311
"3405","San Joaquin River Club Incorporated","JCOMMON",4467,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",1235294.21874,5470.25965562
"3406","Stockton Verde Mobile Home Park","JCOMMON",4468,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",154885.280681,1832.81033404
"3407","Oakwood Lake Water District - Subdivision","JCOMMON",4470,"2015/11/06","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/06",1473129.58137,6072.58431197
"3408","Auburn Valley Community Service District","JCOMMON",4215,"2015/11/06","JCOMMON","From Placer County GIS.","2015/11/06",1177439.25347,6527.6379611
"3409","Heather Glen Community Service District","JCOMMON",4216,"2015/11/06","JCOMMON","From Placer County GIS.","2015/11/06",870657.697933,5587.70199976
"3410","Meadow Vista County Water District","JCOMMON",4224,"2015/11/06","JCOMMON","From Placer County GIS.","2015/11/06",16090332.4864,25048.9927184
"3411","Nevada City  City of","JCOMMON",3069,"2015/11/06","JCOMMON","From Nevada County GIS, current city boundary, not including sphere of influence.","2015/11/06",5652883.93359,18945.9906723
"3412","Camptonville Community Services District","JCOMMON",4473,"2015/11/09","JCOMMON","From Yuba County Multi-Hazard Mitigation Plan, digitized against NAIP 2012 imagery.","2015/11/09",133094369.46,99307.3885586
"3413","Fairway Downs Mutual Water Company","JCOMMON",4474,"2015/11/09","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/09",85471.6896544,1257.35819531
"3414","Loyalton  City of","JCOMMON",3050,"2015/11/09","JCOMMON","Digitized using Google Earth and NAIP 2012 imagery.","2015/11/09",847870.510478,3942.46601847
"3415","Spring Creek Tract Association","JCOMMON",4475,"2015/11/10","JCOMMON","From TROA group in the NCRO Cal-Neva Section.","2015/11/10",1490957.78561,6213.55450118
"3416","Fallen Leaf Mutual Water Company","JCOMMON",4476,"2015/11/10","JCOMMON","From TROA group in the NCRO Cal-Neva Section.","2015/11/10",602914.047974,7870.079387
"3417","Floriston Water System","JCOMMON",4477,"2015/11/10","JCOMMON","From TROA group in the NCRO Cal-Neva Section.","2015/11/10",49985.3664525,3265.53017522
"3418","Tahoe Cedars Water Company","JCOMMON",4478,"2015/11/10","JCOMMON","From TROA group in the NCRO Cal-Neva Section.","2015/11/10",2975335.60161,56552.1490091
"3419","Fulton Water Company","JCOMMON",4479,"2015/11/10","JCOMMON","From TROA group in the NCRO Cal-Neva Section.","2015/11/10",3114221.54812,55636.2890373
"3420","Ward Well Water Company","JCOMMON",4480,"2015/11/10","JCOMMON","From TROA group in the NCRO Cal-Neva Section.","2015/11/10",858698.426006,17243.7236825
"3421","Tahoe Swiss Village Utility","JCOMMON",4481,"2015/11/10","JCOMMON","From TROA group in the NCRO Cal-Neva Section.","2015/11/10",1277336.64912,37576.0175898
"3422","Madden Creek Water Company","JCOMMON",4482,"2015/11/10","JCOMMON","From TROA group in the NCRO Cal-Neva Section.","2015/11/10",566612.440677,20145.0701224
"3423","Tuolumne Utilities District - Apple Valley Estates","WARNOLD",4483,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",1497711.17513,8037.45638879
"3424","Tuolumne Utilities District - Scenic View/Scenic Brook","WARNOLD",4497,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",7191293.51333,29469.4043196
"3425","Tuolumne Utilities District - Big Hill Water System","WARNOLD",4484,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",7631859.59653,20835.7563555
"3426","Tuolumne Utilities District - Cedar Ridge Water System","WARNOLD",4485,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",3482598.31164,12734.7319653
"3427","Tuolumne Utilities District - Crystal Falls Water System","WARNOLD",4486,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",18234733.4357,43442.325919
"3428","Tuolumne Utilities District - Cuesta-Lambert Water System","WARNOLD",4487,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",8105600.09064,20562.6161266
"3429","Tuolumne Utilities District - East Sonora Water System","WARNOLD",4488,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",651660.764967,5613.5073901
"3430","Tuolumne Utilities District - Mono Village Water System","WARNOLD",4489,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",864475.684968,4256.33112613
"3431","Tuolumne Utilities District - Monte Grande-Curtis Creek Water System","WARNOLD",4490,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",3699166.93952,16574.8270357
"3432","Tuolumne Utilities District - Peaceful Pines Water System","WARNOLD",4491,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",249151.449847,2201.6798595
"3433","Tuolumne Utilities District - Phoenix Lake Park System","WARNOLD",4492,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",70194.1962734,1471.62475469
"3434","Tuolumne Utilities District - Ponderosa Water System","WARNOLD",4493,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",8126818.94334,16683.5354537
"3435","Tuolumne Utilities District - Sonora-Jamestown Water System","WARNOLD",4494,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",23107478.9976,54456.5936146
"3436","Tuolumne Utilities District - Columbia-Gibbs Water System","WARNOLD",4495,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",15496369.0153,40585.2021318
"3437","Tuolumne Utilities District - Tuolumne City System","WARNOLD",4496,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",3755718.07054,13594.8151684
"3438","Muller Mutual Water Company","WARNOLD",1683,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",319021.683557,3398.33997011
"3439","Sierra Park Water Company (Oddfellows)","WARNOLD",4500,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",1603323.29379,5252.79167357
"3440","Tuolumne Utilities District - Upper Basin Water System","WARNOLD",4498,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",9747357.43498,28308.0985177
"3441","Tuolumne Utilities District - Wards Ferry Ranches","WARNOLD",4499,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2015/11/13",706434.106226,3712.30892776
"3442","Mt Pleasant Water Users Association","WARNOLD",4402,"2015/11/03","WARNOLD","Georeferenced map of MPWUA approx service area & NAIP 2012 Aerial","2015/11/03",1329076.02682,5166.12932171
"3443","Roseview Heights Mutual Water Company","WARNOLD",4416,"2015/11/06","WARNOLD","Georeferenced RHMWC map & NAIP 2012 Aerial","2015/11/03",401672.870736,6823.30018436
"3444","Foothill Mutual Water","WARNOLD",4415,"2015/11/03","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/11/03",246079.368105,3325.51756212
"3445","San Martin Foothills Water Company","WARNOLD",4414,"2015/11/03","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/11/03",722979.063632,3874.90444875
"3446","Aborn Heights Water Mutual Association","WARNOLD",4412,"2015/11/03","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/11/03",221073.432806,2108.21624239
"3447","Brush and Old Well Mutual Water Company","WARNOLD",4411,"2015/11/03","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/11/03",1232949.34677,4636.99674523
"3448","Golden Heights Mutual Water Company","WARNOLD",4418,"2015/11/03","WARNOLD","Google Earth & NAIP 2012 Aerial","2015/11/03",759613.140396,3494.61309298
