PWSID,PWS_NAME,CONTACT_NAME,TITLE,BUSINESS_PHONE,LOCATION_ADDRESS,POPULATION,TYPE,AREA,OWNERSHIP,SOURCE,CONNECTIONS,WELLS,PLANTS,INTAKES,INTERTIES,COUNTY
CA4500294   ,USFS - SIMS CAMPGROUND,CAROLYN NAPPER,DISTRICT RANGER,530-926-9620   , DUNSMUIR CA 96025,150,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,7,1,0,0,0,Shasta
CA1502683   ,USFS - SOUTH FORK RECREATION AREA,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,"675 GILMAN ST., PALO ALTO CA 94301",70,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,12,1,1,0,0,Kern
CA5601716   ,USFS - WHEELER GORGE CAMPGROUND,ADAM FURLOW,ASST FOREST ENGINEER,805-961-5743   ,17017 MARICOPA HIGHWAYOJAI CA 93023,500,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,3,1,1,0,0,Ventura
CA4500260   ,USFS BAILEY COVE CAMPGROUND,LESLIE YEN, ,530-242-5500   , O'BRIEN CA 96070,80,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,8,1,0,0,0,Shasta
CA5500001   ,USFS BAKER/DEADMAN CGD,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"ATTN: FACILITIES, SONORA CA 95370",275,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,65,2,0,0,0,Tuolumne
CA5500358   ,USFS BEARDSLEY CAMPGROUND,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,,25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,6,1,0,0,0,Tuolumne
CA5500178   ,USFS BEARDSLEY PICNIC GROUND,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"ATTN: FACILITIES, SONORA CA 95370",268,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,5,1,0,0,0,Tuolumne
CA3100080   ,USFS BIG BEND CAMPGROUND & ADMIN SITE,CECILIA REED, ,,HAMPSHIRE ROCKS RDEMIGRANT GAP CA 95715,25,Non-Community (Transient),Recreation Area               ,Private,Groundwater,3,1,0,0,0,Placer
CA3100086   ,USFS BIG TREES PICNIC GROUND,MO TEBBE, ,, FORESTHILL CA 95631,25,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,1,0,0,0,Placer
CA5500359   ,USFS BLACK OAK CAMPGROUND,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,,50,Non-Community (Transient),Summer Camp                   ,Federal,Groundwater,1,1,0,0,0,Tuolumne
CA5500260   ,USFS BOULDER FLAT,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"USFS BOULDER FLAT, SONORA CA 95370",80,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,0,0,0,Tuolumne
CA5500138   ,USFS CHERRY VALLEY CAMPGD,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"ATTN: FACILITIES, SONORA CA 95370",258,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,5,1,0,0,0,Tuolumne
CA5500176   ,USFS CLARK FORK CAMPD,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"ATTN: FACILITIES, SONORA CA 95370",612,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,10,1,0,0,0,Tuolumne
CA1900587   ,USFS CLEAR CREEK,,,,,45,Unknown,Recreation Area               ,Federal,Unknown,5,0,0,0,0,Los Angeles
CA5500175   ,USFS DARDANELLE CAMP BRIGHTMN,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,,100,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,2,1,0,0,0,Tuolumne
CA5500173   ,USFS EUREKA VALLEY CAMPGD,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,,80,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,3,3,0,0,0,Tuolumne
CA5500186   ,USFS FRASER FLAT CAMPGD,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"USFS FRASER FLAT CAMPGD, PINECREST CA 95364",120,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,0,0,0,Tuolumne
CA3100085   ,USFS FRENCH MEADOWS NORTH SHORE,MO TEBBE, ,, FORESTHILL CA 95631,500,Non-Community (Transient),Recreation Area               ,Private,Groundwater,3,1,0,0,0,Placer
CA3100084   ,USFS FRENCH MEADOWS SOUTH SHORE,MO TEBBE, ,, FORESTHILL CA 95631,500,Non-Community (Transient),Recreation Area               ,Private,Groundwater,3,0,0,0,0,Placer
CA3103297   ,USFS GOOSE MEADOWS,MARY WESTMORELAND, ,, TRUCKEE CA 96162,25,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,1,0,0,0,Placer
CA3103665   ,USFS GRANITE FLAT CAMPGROUND,MARY WESTMORELAND, ,, TRUCKEE CA 96162,25,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,1,0,0,0,Placer
CA3100082   ,USFS HAMPSHIRE ROCKS CAMPGROUND,CECILIA REED, ,, EMIGRANT GAP CA 95715,25,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,1,0,0,0,Placer
CA3100120   ,USFS HELL HOLE,JON JUE, ,, GEORGETOWN CA 95634,1000,Non-Community (Transient),Recreation Area               ,Private,Groundwater,3,2,0,0,0,Placer
CA4500261   ,USFS HIRZ BAY/DEKKAS/MOORE CR,LESLIE YEN, ,530-242-5500   , LAKEHEAD CA 96051,208,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,31,2,0,0,0,Shasta
CA5500250   ,USFS HULL CREEK CAMPGD,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,,75,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,3,0,0,0,Tuolumne
CA2600524   ,USFS LEE VINING RANGER STATION,STACEY LEACH, ,, LEE VINING CA 93541,25,Non-Community (Transient),Institution                   ,Federal,Groundwater,1,1,0,0,0,Mono
CA1900736   ,"USFS LITTLEROCK CAMP V-10, LAKESIDE V-9",GEORGE FARRA, ,,,60,Non-Community (Transient),Summer Camp                   ,Federal,Groundwater,5,2,0,0,0,Los Angeles
CA5500253   ,USFS LOST CLAIM,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"ATTN: FACILITIES, SONORA CA 95370",60,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,0,0,0,Tuolumne
CA3100119   ,USFS MIDDLE MEADOWS CAMPGROUND,JON JUE, ,, GEORGETOWN CA 95634,75,Non-Community (Transient),Recreation Area               ,Private,Groundwater under direct influence,1,0,0,0,0,Placer
CA3100081   ,USFS NORTH FORK CAMPGROUND,CECILIA REED, ,, EMIGRANT GAP CA 95715,25,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,0,0,0,0,Placer
CA5500157   ,USFS PINECREST REC AREA,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,,61,Non-Transient Non-Community,Recreation Area               ,Federal,Surface Water,20,0,1,1,0,Tuolumne
CA3103260   ,USFS ROBINSON FLAT,DAVE SHEEHAN, ,, FORESTHILL CA 95631,25,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,1,0,0,0,Placer
CA5500248   ,USFS SANDBAR FLAT CAMPGD,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,,93,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,2,1,0,0,0,Tuolumne
CA3100088   ,USFS SILVER CREEK CAMPGROUND,MARY WESTMORELAND, ,, OLYMPIC VALLEY CA 96146,25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,0,0,0,Placer
CA5500263   ,USFS SOURGRASS CAMPGD,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,,35,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,0,0,0,Tuolumne
CA5500179   ,USFS STRAWBERRY ADMIN. SITE,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"ATTN: FACILITIES, SONORA CA 95370",25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,13,2,0,0,0,Tuolumne
CA3103261   ,USFS SUGAR PINE RESERVOIR,DAVE SHEEHAN, ,, FORESTHILL CA 95631,100,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,1,0,0,0,Placer
CA5500003   ,USFS SWEETWATER CAMPGROUND,TIM HUGHES,FACILITIES ENGINEER,209-532-3671   ,"ATTN: FACILITIES, SONORA CA 95370",78,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,3,1,0,0,0,Tuolumne
CA4500277   ,USFS YOLLA BOLLA CORP YARD,TOM HALL, ,530-628-1200   , PLATINA CA 96076,68,Non-Transient Non-Community,Other Transient Area          ,Federal,Groundwater,20,1,0,0,0,Shasta
CA1900974   ,USFS-APPLETREE FLATS V-3,GEORGE FARRA, ,,,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,1,0,0,0,Los Angeles
CA1900078   ,USFS-BIG PINES V-2,VANCE CARTER, ,,,50,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,14,1,0,0,0,Los Angeles
CA5400820   ,USFS-BLACKROCK STATION,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,"29 MILES NE ON SHERMAN PASS FS 22S05, SEQ NAT'L FOREST CA 93257",32,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,15,1,0,0,0,Tulare
CA5403085   ,USFS-BLACKROCK TRAILHEAD,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,"29 MILES NE ON SHERMAN PASS FS 22S05, SEQ NAT'L FOREST CA 93257",30,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,8,1,0,0,0,Tulare
CA1900058   ,USFS-BUCKHORN CAMP A-12 WATER,VANCE CARTER, ,,,185,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,0,0,0,Los Angeles
CA1900077   ,USFS-CHANTRY FLATS-A16 WATER,WESLEY HOFFMASTER, ,,,1000,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,4,1,0,0,0,Los Angeles
CA1900528   ,USFS-CHARLTON FLATS A-8,,,,,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,2,0,0,0,Los Angeles
CA1900571   ,USFS-CHILAO MAIN A-9,VANCE CARTER, ,,,500,Non-Community (Transient),Wholesaler (Sells Water)      ,Federal,Groundwater,5,5,0,0,0,Los Angeles
CA1900586   ,USFS-CRYSTAL LAKE B-13 WATER,VANCE CARTER, ,,,2000,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,8,1,0,0,0,Los Angeles
CA5400826   ,USFS-FISH CREEK CAMPGROUND,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,29 MILES NE ON SHERMAN PASS FS 22S05SEQ NAT'L FOREST CA 93257,80,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,15,1,0,0,0,Tulare
CA1900644   ,USFS-HORSE FLATS A-10,,,,,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,1,0,0,0,Los Angeles
CA5403020   ,USFS-HORSE MEADOW CAMPGROUND,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,SHERMAN PASS RD FS 22S05 TO FS 22S12SEQ NAT'L FOREST CA 93257,80,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,13,1,0,0,0,Tulare
CA5400772   ,USFS-HOT SPRINGS RANGER STATION / UHL WC,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,43474 PARKER PASS DRCA HOT SPRINGS CA 93207,48,Non-Community (Transient),Institution                   ,Federal,Groundwater,8,1,0,0,0,Tulare
CA1900512   ,USFS-JACKSON FLATS V-2-1,VANCE CARTER, ,,,100,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,2,1,0,0,0,Los Angeles
CA1900583   ,USFS-JACKSON LAKE V-4,VANCE CARTER, ,,,805,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,11,1,0,0,0,Los Angeles
CA5403034   ,USFS-JERKEY MEADOW TRAILHEAD / UHL WC,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,AT END OF FS 22S82SEQ NAT'L FOREST CA 93257,96,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,5,1,0,0,0,Tulare
CA5403021   ,USFS-JOHNSONDALE WORK CENTER,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,OFF OF M99 LOCATED THROUGH R-RANCHSEQ NAT'L FOREST CA 93257,25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,13,1,0,0,0,Tulare
CA1900554   ,USFS-LITTLE JIMMY A-13,,,,,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,1,0,0,0,Los Angeles
CA1907019   ,USFS-LOS ALAMOS S-15,GEORGE FARRA, ,,,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,7,1,1,0,0,Los Angeles
CA1900729   ,USFS-LOS CANTILLES S-2,,,,,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,1,0,0,0,Los Angeles
CA5400783   ,USFS-LOWER PEPPERMINT,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,J41 & 152 ON FS 21S08SEQ NAT'L FOREST CA 93257,34,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,4,1,0,0,0,Tulare
CA1700638   ,USFS-MIDDLE CREEK CG,USFS UPPER LAKE RANGER STATION,BILLING,707-275-2361   ,"10025 ELK MOUNTAIN ROAD, UPPER LAKE CA 95485",40,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,15,0,0,0,0,Lake
CA1900020   ,USFS-MILL CREEK SUMMIT T-5,VANCE CARTER, ,,,8,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,2,1,0,0,0,Los Angeles
CA1900576   ,USFS-MONTE CRISTO CAMP T-4,VANCE CARTER, ,,,116,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,5,1,0,0,0,Los Angeles
CA1700633   ,USFS-OAK FLAT WELL SYSTEM,MELISSA BROSNAN,LAND PROJECT ANALYST,415-973-5987   ,"10025 ELK MOUNTAIN ROAD, UPPER LAKE CA 95485",470,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,37,1,0,0,0,Lake
CA5400765   ,USFS-PEPPERMINT WORK CENTER,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,"WESTERN DIVIDE HWY, MTN 107SEQ NAT'L FOREST CA 93257",30,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,14,1,0,0,0,Tulare
CA1900937   ,USFS-PYRAMID LAKE S-14,CARLOS SORIA,WATER ENGINEER TECH,661-702-1136   ,,123,Non-Community (Transient),Other Transient Area          ,Federal,Surface Water,6,0,1,1,0,Los Angeles
CA1900922   ,USFS-RED BOX STATION A-3,GEORGE FARRA, ,,,70,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,3,1,0,0,0,Los Angeles
CA1900588   ,USFS-RINCON STATION B-10,SONJA  BERGDAHL,ASSISTANT FOREST ENG,,,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,4,3,0,0,0,Los Angeles
CA1900914   ,USFS-SKYLINE PARK / MOUNT WILSON A-4,GEORGE FARRA, ,,,200,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,1,0,0,0,Los Angeles
CA1700634   ,USFS-SUNSET POINT CAMP,MELISSA BROSNAN,LAND PROJECT ANALYST,415-973-5987   ,"10025 ELK MOUNTAIN ROAD, UPPER LAKE CA 95485",300,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,16,1,0,0,0,Lake
CA1900791   ,USFS-SYCAMORE FLATS V-5,WESLEY HOFFMASTER, ,,,250,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,1,0,0,0,Los Angeles
CA1900131   ,USFS-TEXAS CANYON STATION S-3,,,,,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,1,2,0,0,0,Los Angeles
CA5402026   ,USFS-TROY MEADOW CAMPGROUND,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,"29 MILES NE ON SHERMAN PASS FS 22S05,, SEQ NAT'L FOREST CA 93257",146,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,12,1,0,0,0,Tulare
CA1909627   ,USFS-VALYERMO RANGER STATION,GEORGE FARRA, ,,,25,Non-Transient Non-Community,Other Transient Area          ,Federal,Groundwater,1,1,0,0,0,Los Angeles
CA1000141   ,USFS/BILLY CREEK CAMPGROUND,SUSAN BURKINDINE,ASST. RECREATION MGR,559-297-0706   ,HUNTINGTON LAKE & BILLY CHUNTINGTON LAKE CA 93629,175,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,23,1,0,0,0,Fresno
CA1000147   ,USFS/DEER CREEK CAMPGROUND,SUSAN BURKINDINE,ASST. RECREATION MGR,559-297-0706   ,DEER CREEK RDHUNTINGTON LAKE CA 93629,175,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,45,1,0,0,0,Fresno
CA1000137   ,USFS/DINKEY CREEK CAMPGROUND,SUSAN BURKINDINE,ASST. RECREATION MGR,559-297-0706   ,DINKEY CREEK RDDINKEY CREEK CA 93664,175,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,37,0,1,0,0,Fresno
CA1000135   ,USFS/DINKEY CREEK WORK CENTER,ED DIETZ,USFS ENVMTL ENGINEER,559-297-0706   ,54325 MCKINLEY GROVE RDSHAVER LAKE CA 93664,25,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,15,1,0,0,0,Fresno
CA1000143   ,USFS/DORABELLE CAMPGROUND,SUSAN BURKINDINE,ASST. RECREATION MGR,559-297-0706   ,DORABELLE RDSHAVER LAKE CA 93664,175,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,19,1,0,0,0,Fresno
CA1000134   ,USFS/GLEN MEADOW  WORK CENTER,ED DIETZ,USFS ENVMTL ENGINEER,559-297-0706   ,53800 DINKEY CREEK RDSHAVER LAKE CA 93664,25,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,18,1,0,0,0,Fresno
CA4500030   ,USFS/LASSEN HAT CR WORK CENTER,EMMETT RICHARDS,CIVIL ENGINEERING TE,530-252-6451   , HAT CREEK CA 96040,75,Non-Community (Transient),Other Transient Area          ,Federal,Groundwater,12,1,0,0,0,Shasta
CA4500024   ,USFS/LASSEN HAT CREEK CAMPGRND,EMMETT RICHARDS,CIVIL ENGINEERING TE,530-252-6451   , HAT CREEK CA 96040,365,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,28,1,0,0,0,Shasta
CA1000310   ,USFS/PINEHURST WORK CENTER,PETER LANDUCCI,FS ENVIROMENTAL ENG,559-784-1500   ,53921 HIGHWAY 245MIRAMONTE CA 93641,30,Non-Community (Transient),Other Area                    ,Federal,Groundwater,18,2,0,0,0,Fresno
CA1000140   ,USFS/RANCHERIA CAMPGROUND,SUSAN BURKINDINE,ASST. RECREATION MGR,559-297-0706   ,HUNTINGTON LAKEHUNTINGTON LAKE CA 93629,175,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,51,1,0,0,0,Fresno
CA1000136   ,USFS/TRIMMER WORK CENTER,ED DIETZ,USFS ENVMTL ENGINEER,559-297-0706   ,34849  MAXON RDSANGER CA 93657,56,Non-Transient Non-Community,Secondary Residences          ,Federal,Groundwater,18,3,3,0,0,Fresno
CA1000145   ,USFS/VERMILLION CAMPGROUND,SUSAN BURKINDINE,ASST. RECREATION MGR,559-297-0706   ,EDISON LAKEEDISON LAKE CA 93220,120,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,11,1,0,0,0,Fresno
CA2410021   ,USFWS SAN LUIS NWR COMPLEX,MARY CRIST, ,209-826-3508   , LOS BANOS CA 93635,30,Non-Transient Non-Community,Other Area                    ,Federal,Groundwater,3,1,0,0,0,Merced
CA3610703   ,USMC - 29 PALMS,TIMOTHY POCHOP,NREA DIRECTOR,760-830-5675   ,TWENTYNINE PALMS MARINE BASETWENTYNINE PALMS CA 92278,28760,Community,Institution                   ,Federal,Groundwater,2480,11,2,0,0,San Bernardino
CA2610701   ,USMC - HOUSING COLEVILLE,MELANIE BENGTSON, ,760-932-1457   ,600 DAVENPORT CT.COLEVILLE CA 96107,325,Community,Residential Area              ,Federal,Groundwater,232,4,1,0,0,Mono
CA3610701   ,USMC NEBO (BARSTOW),JONATHAN AUNGER,ENV. DIRECTOR,760-577-6937   ,MARINE CORPS LOGISTICS BASEBARSTOW CA 92311,798,Community,Other Residential Area        ,Federal,Groundwater Purchased,358,0,1,0,1,San Bernardino
CA3610702   ,USMC YERMO ANNEX,JONATHAN AUNGER,ENV. DIRECTOR,760-577-6937   ,"COMMANDING OFFICER (B505), BARSTOW CA 92311",1656,Non-Transient Non-Community,Other Residential Area        ,Federal,Groundwater,58,3,5,0,0,San Bernardino
CA2610700   ,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,LARRY ROBASCIOTTI,CHIEF PLANT OPERATOR,760-932-1601   ,MOUNTAIN WARFARE TRNG CENTERBRIDGEPORT CA 93517,300,Community,Other Residential Area        ,Federal,Groundwater,30,2,2,0,0,Mono
CA3710708   ,USN LA POSTA,LEN SINFIELD,NAVY REGION SW ENVIO,619-532-2273   ,,8,Non-Community (Transient),Other Transient Area          ,Federal,Unknown,4,2,1,0,0,San Diego
CA3710707   ,USN SAN CLEMENTE ISLAND,ANDREW BAUGHMAN,INSTALN ENVR PRG DIR,619-545-3429   ,"BLDG 3212 NAVSTA, SAN DIEGO CA 92132",489,Community,Other Residential Area        ,Federal,Surface Water Purchased,177,0,1,0,2,San Diego
CA3710706   ,USN SERE CAMP WARNER SPRINGS,ROBERT DUNCAN,FACILITY MANAGER,619-545-4527   ,"DEPUTY AC/S ENVIR. DEPT N4512, SAN DIEGO CA 92147",52,Non-Community (Transient),Other Area                    ,Federal,Groundwater,16,2,1,0,0,San Diego
CA4300616   ,UVAS CANYON COUNTY PARK,BILL GRIMES,SR. ENV. COMPLIANCE,408-355-2273   ,8515 CROY ROADMORGAN HILL CA 95037,505,Non-Community (Transient),Recreation Area               ,Local,Groundwater,19,1,1,0,0,Santa Clara
CA4300999   ,UVAS PINES RV PARK,ROBERT TAYLOR, ,,13210 UVAS ROADMORGAN HILL CA 95037,80,Non-Community (Transient),Mobile Home Park              ,Private,Groundwater,1,1,0,0,0,Santa Clara
CA3900732   ,V & P TRAILER COURT WATER SYSTEM,RICHARD MILLER, ,,3232 MUNFORD AVESTOCKTON CA 95204,35,Community,Mobile Home Park              ,Private,Groundwater,15,1,0,0,0,San Joaquin
CA2801088   ,V. SATTUI WINERY,ROBERT  OMALLEY, ,707-963-7774   , SAINT HELENA CA 94574,45,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,Napa
CA4800531   ,VACA VILLA APARTMENTS,PETE MOULTON,MAINTENANCE DIRECTOR,916-208-3926   ,370 BUTCHER ROADVACAVILLE CA 95687,60,Community,Other Residential Area        ,Private,Groundwater,40,1,1,0,0,Solano
CA4800826   ,VACA-DIXON SUBSTATION,ANDREA FLORES,PROGRAM MANAGER,925-415-6846   ,5221 QUINN ROADVACAVILLE CA 95688,40,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,4,1,1,0,0,Solano
CA4810018   ,VACAVILLE SEVENTH DAY ADVENTIST CHURCH,LLOYD HENDERSON,PASTOR,,4740 ALLENDALE ROADVACAVILLE CA 95688,120,Non-Transient Non-Community,Institution                   ,Private,Groundwater,1,1,1,0,0,Solano
CA4000806   ,VACHELL WATER SYSTEM,TOM  BOWER, ,805-441-4286   , SAN LUIS OBISPO CA 93401,150,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,San Luis Obispo
CA3200062   ,VAGABOND RESORT,MIKE & JUDY BERTOLUZZA,SYSTEM OWNERS,530-259-4247   , WESTWOOD CA 96137,25,Non-Community (Transient),Recreation Area               ,Private,Groundwater,1,1,0,0,0,Plumas
CA4301010   ,VAIDICA VIDHYA GANAPATHI CENTER INC.,GANESH VENKATARAMAN,PRESIDENT,925-209-7637   ,11355 MONTEREY HIGHWAYSAN MARTIN CA 95046,200,Non-Community (Transient),,Private,Unknown,4,1,0,0,0,Santa Clara
CA3303084   ,VAIL LAKE VILLAGE RESORT,RICH OTTOLINI, ,, TEMECULA CA 92592,300,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,110,1,0,0,0,Riverside
CA2800532   ,VAILIMA ESTATES MUTUAL WATER,BOB  TRINCHERO, ,707-963-3104   , SAINT HELENA CA 94574,25,Community,Residential Area              ,Private,Groundwater,15,2,0,0,0,Napa
CA4400705   ,VAJRAYANA FOUNDATION,NANCY  MENZIES, ,831-761-6265   , WATSONVILLE CA 95076,200,Non-Community (Transient),Summer Camp                   ,Private,Groundwater,5,1,1,0,0,Santa Cruz
CA1910163   ,VALENCIA HEIGHTS WATER CO.,DAVE MICHALKO,GENERAL MANAGER,626-332-8935   ,3009 E. VIRGINIA AVE.WEST COVINA CA 91791,7500,Community,Residential Area              ,Private,Surface Water Purchased,1633,3,1,0,2,Los Angeles
