"","OBJECTID","PWSID","POPSV_R","PWSName","BoundarySo","WaterUsed","coords.x1","coords.x2","optional"
"2734",2734,"4900584",110,"TIMBER COVE COUNTY WATER DISTRICT","WBT","Both",-285050.4528,63176.7204999998,TRUE
"2735",2735,"4900588",200,"LAWNDALE MUTUAL WATER COMPANY","WBT","Ground",-223748.312000001,46847.4532999992,TRUE
"2736",2736,"4900611",150,"RAINS CREEK WATER DISTRICT","WBT","Ground",-260533.857999999,87709.5086000003,TRUE
"2737",2737,"4900612",350,"HEIGHTS MUTUAL WATER COMPANY","WBT","Ground",-234152.315199999,59007.2663000003,TRUE
"2738",2738,"4900643",62,"MOUNT WESKE ESTATES MUTUAL WATER COMPANY","WBT","Ground",-243425.197799999,64929.9559000004,TRUE
"2739",2739,"4900644",30,"BRIDGEHAVEN PARK","WBT","Surface",-270146.41,50567.3300000001,TRUE
"2740",2740,"4900646",30,"ALEXANDER VALLEY ACRES WATER COMPANY","WBT","Ground",-244358.5748,73047.6008000001,TRUE
"2741",2741,"4900647",200,"SERENO DEL MAR WATER COMPANY (PUC)","WBT","Both",-267580.169,45453.0658,TRUE
"2742",2742,"4900669",70,"WENDELL WATER COMPANY (PUC)","WBT","Ground",-241610.797499999,40382.4600000009,TRUE
"2743",2743,"4900673",74,"ATHENA TERRACE MUTUAL WATER COMPANY","WBT","Ground",-247950.0745,54971.0870999992,TRUE
"2744",2744,"4900721",320,"COLONIAL PARK","WBT","Ground",-241751.6853,59450.6261,TRUE
"2745",2745,"4900723",188,"SHAMROCK MOBILE HOME PARK","WBT","Ground",-242528.660800001,61342.4436000008,TRUE
"2746",2746,"4900785",100,"NOEL HEIGHTS-CAL WATER SERVICE (PUC)","WBT","Both",-257602.0536,56828.3439000007,TRUE
"2747",2747,"4900786",175,"RANCHO SANTA ROSA MHP","WBT","Ground",-236817.6358,45308.5386999995,TRUE
"2748",2748,"4900791",225,"WESTERN MOBILE HOME PARK","WBT","Ground",-236779.327099999,45669.5556000005,TRUE
"2749",2749,"4900798",250,"MOUNTAIN VIEW MOBILE ESTATES, LLC","WBT","Ground",-236420.589299999,46940.7476000004,TRUE
"2750",2750,"4900822",60,"MOUNT TAYLOR MOBILE HOME PARK","WBT","Ground",-236322.757099999,43917.7157000005,TRUE
"2751",2751,"4900943",350,"ALLIANCE REDWOODS CONFERENCE GROUNDS","WBT","Both",-259367.110400001,50573.0267999992,TRUE
"2752",2752,"4901195",64,"MOORLAND AVENUE APARTMENTS","WBT","Ground",-237003.476,46049.5042000003,TRUE
"2753",2753,"4910002",8200,"CLOVERDALE, CITY OF","WBT","Both",-261960.199100001,91236.7535999995,TRUE
"2754",2754,"4910003",1200,"PENNGROVE WATER COMPANY (PUC)","WBT","Ground",-232492.5002,35826.5496999994,TRUE
"2755",2755,"4910004",6000,"SWEETWATER SPRINGS CWD - GUERNEVILLE","WBT","Ground",-260603.8594,63150.9362000003,TRUE
"2756",2756,"4910005",11254,"HEALDSBURG, CITY OF","WBT","Both",-250573.737199999,71300.5940000005,TRUE
"2757",2757,"4910006",55900,"PETALUMA, CITY OF","WBT","Both",-227284.0178,30846.6778999995,TRUE
"2758",2758,"4910007",1399,"SEA RANCH WATER COMPANY,THE (PUC)","WBT","Both",-300676.3353,83533.5569000002,TRUE
"2759",2759,"4910008",3700,"RUSSIAN RIVER COUNTY WATER DISTRICT","WBT","Ground",-254381.6184,57470.8072999995,TRUE
"2760",2760,"4910009",157985,"SANTA ROSA, CITY OF","WBT","Ground",-235232.7564,51353.0888,TRUE
"2761",2761,"4910010",900,"SONOMA COUNTY CSA 41-FITCH MOUNTAIN","WBT","Ground",-246970.387599999,70656.9878000002,TRUE
"2762",2762,"4910011",7423,"SEBASTOPOL, CITY OF","WBT","Ground",-246721.242699999,46220.7291000001,TRUE
"2763",2763,"4910012",10807,"SONOMA, CITY OF","WBT","Ground",-214587.7665,33254.6713999994,TRUE
"2764",2764,"4910013",22410,"VALLEY OF THE MOON WATER DISTRICT","WBT","Ground",-218337.8204,36671.9375,TRUE
"2765",2765,"4910014",40971,"ROHNERT PARK, CITY OF","WBT","Ground",-235113.037799999,40201.4477999993,TRUE
"2766",2766,"4910017",26955,"WINDSOR, TOWN OF","WBT","Ground",-244126.4815,62371.1627999991,TRUE
"2767",2767,"4910018",495,"ARMSTRONG VALLEY-CAL WATER SERVICE (PUC)","WBT","Ground",-261151.9286,59934.3595000003,TRUE
"2768",2768,"4910019",2000,"FORESTVILLE COUNTY WATER DISTRICT","WBT","Ground",-252119.208799999,55460.0308999997,TRUE
"2769",2769,"4910021",1423,"BODEGA BAY PUBLIC UTILITY DISTRICT","WBT","Ground",-264788.8892,38221.3775999993,TRUE
"2770",2770,"4910022",600,"CANON MANOR WATER SYSTEM","WBT","Ground",-233008.8322,38294.8406000007,TRUE
"2771",2771,"4910023",7775,"CALIFORNIA-AMERICAN LARKFIELD (PUC)","WBT","Ground",-239555.4055,57906.6393999998,TRUE
"2772",2772,"4910024",1000,"GEYSERVILLE WATER WORKS (PUC)","WBT","Ground",-252137.7338,80537.6219999995,TRUE
"2773",2773,"4910025",850,"KENWOOD VILLAGE WATER COMPANY (PUC)","WBT","Ground",-222366.431700001,46972.0212999992,TRUE
"2774",2774,"4910029",600,"CAMP MEEKER WATER SYSTEM","WBT","Ground",-262216.3465,54149.8266000003,TRUE
"2775",2775,"4910701",1350,"U.S. COAST GUARD TRAINING CENTER","WBT","Ground",-244038.6171,29410.1402000003,TRUE
"2776",2776,"5000005",500,"CROWS LANDING COMM SVC DISTRICT","WBT","Ground",-94839.0778999999,-68730.2918999996,TRUE
"2777",2777,"5000051",125,"MOBILE PLAZA PARK","WBT","Ground",-81805.6460999995,-49377.9982999992,TRUE
"2778",2778,"5000077",161,"CERES WEST MHP","WBT","Ground",-84513.6497999988,-49741.4951000009,TRUE
"2779",2779,"5000080",120,"COUNTRY WESTERN MOBILE HOME PARK","WBT","Ground",-90954.9061999992,-48665.7931999993,TRUE
"2780",2780,"5000082",165,"4N MOBILEHOME PARK","WBT","Ground",-76390.2148000002,-24794.5900999997,TRUE
"2781",2781,"5000085",100,"GREEN RUN MOBILE ESTATES","WBT","Ground",-79401.9376000017,-51223.5151000004,TRUE
"2782",2782,"5000086",60,"COUNTRYSIDE MOBILEHOME ESTATES - ADULT P","WBT","Ground",-79010.6193000004,-52238.1177999992,TRUE
"2783",2783,"5000217",50,"FAITH HOME TEEN RANCH","WBT","Ground",-81310.4990000017,-52401.7651000004,TRUE
"2784",2784,"5000218",30,"COUNTRY VILLA APTS","WBT","Ground",-74841.8015000001,-46804.2484000009,TRUE
"2785",2785,"5000579",26,"FOSTER FARMS #5","WBT","Ground",-66688.4045999981,-51019.3540000003,TRUE
"2786",2786,"5010008",6082,"HUGHSON, CITY OF","WBT","Ground",-76216.2122000009,-45864.5973000005,TRUE
"2787",2787,"5010009",4891,"KEYES COMMUNITY SERVICES DIST.","WBT","Ground",-80692.8508000001,-50502.0858999994,TRUE
"2788",2788,"5010013",10586,"CITY OF NEWMAN-WATER DEPARTMENT","WBT","Ground",-90857.7113000005,-77276.2850000001,TRUE
"2789",2789,"5010014",19250,"OAKDALE, CITY OF","WBT","Ground",-74374.1928000003,-27969.2786999997,TRUE
"2790",2790,"5010017",20560,"PATTERSON, CITY OF","WBT","Ground",-97753.4554000013,-58994.4396000002,TRUE
"2791",2791,"5010018",22201,"RIVERBANK, CITY OF","WBT","Ground",-82605.2157999985,-31478.0982000008,TRUE
"2792",2792,"5010019",64215,"TURLOCK, CITY OF","WBT","Ground",-75156.8619999997,-56479.1524,TRUE
"2793",2793,"5010021",3225,"DENAIR COMMUNITY SERVICES DISTRICT","WBT","Ground",-70519.2734999992,-54346.1668999996,TRUE
"2794",2794,"5010028",42666,"CERES, CITY OF","WBT","Ground",-84253.9690000005,-46209.8751999997,TRUE
"2795",2795,"5010033",1219,"CITY OF MODESTO, DE GRAYSON","WBT","Ground",-86105.0661000013,-39551.0543000009,TRUE
"2796",2796,"5010038",16,"MODESTO IRRIGATION DISTRICT","WBT","Surface",-59271.3000000007,-40556.6243999992,TRUE
"2797",2797,"5010039",3000,"WESTERN HILLS WATER DISTRICT/DIABLO GRAN","WBT","Both",-112007.677200001,-67668.4175000004,TRUE
"2798",2798,"5010040",50,"SOUTH SAN JOAQUIN IRRIGATION DISTRICT","WBT","Surface",-115663.145,-6684.01109999977,TRUE
"2799",2799,"5100102",246,"EL MARGARITA MUTUAL WATER CO.","WBT","Ground",-143791.262399999,124913.196699999,TRUE
"2800",2800,"5102025",40,"BLUE ANGEL APARTMENTS W.S.","WBT","Ground",-145719.4485,126462.130000001,TRUE
"2801",2801,"5110001",8700,"CITY OF LIVE OAK","WBT","Ground",-143509.0536,141081.228,TRUE
"2802",2802,"5110002",65372,"CITY OF YUBA CITY","WBT","Both",-140272.228499999,125510.9836,TRUE
"2803",2803,"5110007",2904,"SUTTER COMMUNITY S.D.","WBT","Ground",-151184.902899999,128862.484099999,TRUE
"2804",2804,"5200503",109,"MINERAL COUNTY WATER DISTRICT","WBT","Both",-135866.1516,260110.5787,TRUE
"2805",2805,"5200550",56,"NEW ORCHARD MOBILE HOME PARK, LLC","WBT","Ground",-179313.922700001,226377.058700001,TRUE
"2806",2806,"5201137",53,"MILLSTREAM MOBILE HOME PARK","WBT","Ground",-179323.9397,225794.475500001,TRUE
"2807",2807,"5210001",7663,"CITY OF CORNING","WBT","Ground",-190194.669399999,214302.1251,TRUE
"2808",2808,"5210004",14025,"CITY OF RED BLUFF","WBT","Ground",-190523.6642,241807.331700001,TRUE
"2809",2809,"5210503",55,"LASSEN VNP - HEADQUARTERS","WBT","Surface",-136816.1863,260112.8937,TRUE
"2810",2810,"5301102",36,"TRINITY KNOLLS MUTUAL WATER COMPANY","WBT","Ground",-227567.785399999,334232.8828,TRUE
"2811",2811,"5303002",35,"INDIAN CREEK TRAILER PARK","WBT","Surface",-246414.6865,297075.3731,TRUE
"2812",2812,"5310001",3554,"WEAVERVILLE C.S.D.","WBT","Both",-247937.660599999,305018.6809,TRUE
"2813",2813,"5310002",1500,"TRINITY CO. W.W. DIST #1","WBT","Surface",-268686.180600001,286017.6238,TRUE
"2814",2814,"5400504",200,"A & AMHP","WBT","Ground",89174.9902999997,-219273.4936,TRUE
"2815",2815,"5400506",75,"NORTH KAWEAH MUTUAL WATER CO","WBT","Surface",99215.0945000015,-172737.4703,TRUE
"2816",2816,"5400523",100,"EL MONTE VILLAGE M H P","WBT","Ground",51408.7247000001,-163164.628599999,TRUE
"2817",2817,"5400527",75,"SHILOH WATER CO.","WBT","Ground",86634.7800000012,-216197.879,TRUE
"2818",2818,"5400529",137,"SHADY GROVEM H P","WBT","Ground",88539.1090000011,-218824.5803,TRUE
"2819",2819,"5400536",100,"KINGS RIVER ESTATES","WBT","Ground",44134.9419,-166672.0803,TRUE
"2820",2820,"5400542",850,"DUCOR CSD","WBT","Ground",82989.1451000012,-234246.2533,TRUE
"2821",2821,"5400544",400,"ALLENSWORTH C S D","WBT","Ground",55399.7443000004,-240662.3237,TRUE
"2822",2822,"5400550",400,"SEVILLE WATER CO","WBT","Ground",69301.3847999983,-170143.3004,TRUE
"2823",2823,"5400553",500,"TRAVER WATER LLC","WBT","Ground",46189.1618999988,-173458.0265,TRUE
"2824",2824,"5400556",100,"RIVER RETREAT MUTUAL","WBT","Ground",98112.6579000019,-195963.794299999,TRUE
"2825",2825,"5400563",250,"COUNTRY MANORMHP","WBT","Ground",59620.4803000018,-187993.8627,TRUE
"2826",2826,"5400567",300,"TOOLEVILLE WATER COMPANY","WBT","Ground",79334.9442000017,-191860.976299999,TRUE
"2827",2827,"5400600",48,"GOLDEN KEY APARTMENTS","WBT","Ground",86722.1182999983,-216487.5448,TRUE
"2828",2828,"5400604",108,"MOUNTAIN VIEW DUPLEXES","WBT","Ground",90949.2263000011,-217847.5629,TRUE
"2829",2829,"5400616",200,"LEMON COVE WATER CO","WBT","Ground",87258.6446999982,-180959.2861,TRUE
"2830",2830,"5400631",896,"LINNELL FARM LABOR CENTER","WBT","Ground",69796.7934000008,-189410.268999999,TRUE
"2831",2831,"5400641",450,"TEVISTON C S D","WBT","Ground",65020.6669000015,-230849.2465,TRUE
"2832",2832,"5400647",75,"YOKOHL MUTUAL WATER CO","WBT","Ground",81923.8267999999,-187694.801200001,TRUE
"2833",2833,"5400651",108,"BEVERLY GRAND MUTUAL WATER","WBT","Ground",85476.2034000009,-212555.5453,TRUE
"2834",2834,"5400655",115,"CENTRAL MUTUAL WATER CO","WBT","Ground",87717.4908999987,-219387.0859,TRUE
"2835",2835,"5400660",40,"LAKE SUCCESS MOBILE LODGE","WBT","Ground",99272.2965000011,-214229.635,TRUE
"2836",2836,"5400663",250,"FAIRWAYS TRACT MUTUAL","WBT","Ground",90164.4354999997,-216501.494,TRUE
"2837",2837,"5400665",798,"DEL ORO RIVER ISLAND SERV TERR #1","WBT","Ground",102212.020100001,-212507.0914,TRUE
"2838",2838,"5400666",350,"DEL ORO GRANDVIEW GARDENS DISTRICT","WBT","Ground",85976.7146000005,-212562.9978,TRUE
"2839",2839,"5400670",400,"TRIPLE R MUTUAL WATER CO","WBT","Ground",104000.851799998,-213708.0637,TRUE
"2840",2840,"5400682",170,"CENTRAL WATER CO","WBT","Ground",77719.7707999982,-207754.305600001,TRUE
"2841",2841,"5400701",70,"SEQUOIA CREST WATER CO","WBT","Ground",122920.636700001,-202648.4734,TRUE
"2842",2842,"5400710",300,"BADGER HILL ESTATES","WBT","Ground",81767.3359999992,-189299.0712,TRUE
"2843",2843,"5400718",180,"WILLIAMS MUTUALWATER CO","WBT","Ground",76880.6678999998,-216724.3149,TRUE
"2844",2844,"5400728",190,"GRIER MUTUAL WATER CO","WBT","Ground",124104.781599998,-208023.975099999,TRUE
"2845",2845,"5400732",165,"PIERPOINT SPRINGS WATER CO.","WBT","Ground",123228.664299998,-207771.062100001,TRUE
"2846",2846,"5400735",110,"RODRIGUEZ LABOR CAMP","WBT","Ground",77433.6433000006,-245116.232,TRUE
"2847",2847,"5400754",300,"SO KAWEAH MUTUAL WATER CO","WBT","Ground",97015.5874999985,-177779.432800001,TRUE
"2848",2848,"5400767",50,"DEL ORO EAST PLANO DISTRICT","WBT","Ground",89476.4602999985,-218844.5171,TRUE
"2849",2849,"5400792",725,"WOODVILLE FARM LABOR CENTER","WBT","Ground",76655.8555999994,-214505.5854,TRUE
"2850",2850,"5400805",100,"SOULTS MUTUAL WATER CO","WBT","Ground",55541.3608000018,-201601.192199999,TRUE
"2851",2851,"5400816",155,"BEDEL MUTUAL WATER CO.","WBT","Ground",65888.3999000005,-187999.953299999,TRUE
"2852",2852,"5400819",44,"MOUNTAIN VIEW M H P","WBT","Ground",69391.5229999982,-187452.6941,TRUE
"2853",2853,"5400824",650,"SULTANA C S D","WBT","Ground",59359.8016000018,-163312.7005,TRUE
"2854",2854,"5400880",160,"THE LAKES","WBT","Ground",57869.6581999995,-185708.3303,TRUE
"2855",2855,"5400881",140,"SUNRISE MUTUAL WATER CO.","WBT","Ground",62803.0542000011,-182361.6523,TRUE
"2856",2856,"5400903",500,"TRACT 92C S D","WBT","Ground",68278.0324000008,-191708.708799999,TRUE
"2857",2857,"5400934",232,"PONDEROSA CSD","WBT","Ground",132417.182799999,-211445.7168,TRUE
"2858",2858,"5400935",135,"CWS - MULLEN WATER COMPANY","WBT","Ground",90584.4338999987,-219114.1532,TRUE
"2859",2859,"5400940",120,"SIERRA KING HOMEOWNERS ASSN","WBT","Ground",102771.916299999,-171322.8325,TRUE
"2860",2860,"5400957",400,"WEST GOSHEN MUTUAL WATER CO","WBT","Ground",48347.6193000004,-185115.7239,TRUE
"2861",2861,"5400966",350,"WESTLAKE VILLAGE M H P","WBT","Ground",61182.9743000008,-191788.774700001,TRUE
"2862",2862,"5400968",200,"IMPROVEMENT DIST #1","WBT","Both",100546.053599998,-172421.070499999,TRUE
"2863",2863,"5401003",700,"EAST OROSI CSD","WBT","Ground",66017.6944000013,-163058.909,TRUE
"2864",2864,"5401026",75,"DEER MEADOW MUTUAL","WBT","Ground",97591.1893999986,-177557.220699999,TRUE
"2865",2865,"5401038",50,"AKIN WATER CO","WBT","Ground",88928.5104999989,-219099.3515,TRUE
"2866",2866,"5402038",550,"PATTERSON TRACT CSD","WBT","Ground",63219.0502000004,-181462.3243,TRUE
"2867",2867,"5402047",31,"GLEANINGS FOR THE HUNGRY","WBT","Ground",58774.4829999991,-160290.711200001,TRUE
"2868",2868,"5402048",60,"DEL ORO RIVER ISLAND SERV TERR #2","WBT","Ground",106307.114,-213389.8072,TRUE
"2869",2869,"5403023",400,"DELFT COLONY WATER","WBT","Ground",49502.1744000018,-167095.156099999,TRUE
"2870",2870,"5403084",53,"FAIRWAY MUTUAL WATER CO","WBT","Ground",44270.0833999999,-167745.994999999,TRUE
"2871",2871,"5403110",39,"SIERRA MUTUAL WATER CO","WBT","Ground",100530.7918,-215188.0823,TRUE
"2872",2872,"5403113",76,"SOUTH FORK ESTATES MUTUAL WATER CO","WBT","Ground",98482.5051000006,-175394.250800001,TRUE
"2873",2873,"5410001",6200,"CUTLER PUD","WBT","Ground",63144.7160999998,-165416.847100001,TRUE
"2874",2874,"5410002",22614,"DINUBA, CITY OF","WBT","Ground",54221.1402000003,-163265.121400001,TRUE
"2875",2875,"5410003",10334,"EXETER, CITY OF","WBT","Ground",76689.9006999992,-190953.2378,TRUE
"2876",2876,"5410004",10971,"FARMERSVILLE, CITY OF","WBT","Ground",71010.5991999991,-189892.285399999,TRUE
"2877",2877,"5410006",12400,"LINDSAY, CITY OF","WBT","Both",81666.7445,-200578.0836,TRUE
"2878",2878,"5410007",500,"LSID - TONYVILLE","WBT","Both",81651.3559999987,-196169.451400001,TRUE
"2879",2879,"5410008",8770,"OROSI PUBLIC UTILITY DISTRICT","WBT","Ground",63551.8797000013,-163440.2685,TRUE
"2880",2880,"5410009",2586,"PIXLEY PUBLIC UTIL DIST","WBT","Ground",63505.7243999988,-227557.8997,TRUE
"2881",2881,"5410010",55107,"PORTERVILLE, CITY OF","WBT","Ground",86920.9825999998,-216298.9803,TRUE
"2882",2882,"5410011",1500,"SPRINGVILLE PUD","WBT","Surface",106411.566199999,-208772.0009,TRUE
"2883",2883,"5410012",2150,"STRATHMORE PUBLIC UTIL DIST","WBT","Both",84335.5579999983,-207344.4714,TRUE
"2884",2884,"5410014",1792,"TIPTON COMMUNITY SERVICES DIST","WBT","Ground",61899.7659999989,-217276.1918,TRUE
"2885",2885,"5410015",60289,"TULARE, CITY OF","WBT","Ground",59435.3955999985,-201170.4505,TRUE
"2886",2886,"5410016",132158,"CWS - VISALIA","WBT","Ground",61706.1772999987,-187725.6307,TRUE
"2887",2887,"5410017",2138,"LONDON COMMUNITY SERV DIST","WBT","Ground",49912.7423,-171004.309599999,TRUE
"2888",2888,"5410019",4474,"IVANHOE PUBLIC UTILITY DIST","WBT","Ground",69758.7578000017,-181197.1587,TRUE
"2889",2889,"5410020",7300,"WOODLAKE, CITY OF","WBT","Ground",80823.4142999984,-177476.317500001,TRUE
"2890",2890,"5410021",8300,"EARLIMART PUD","WBT","Ground",65891.4446999989,-236743.0635,TRUE
"2891",2891,"5410022",67,"CAMP NELSON WATER COMPANY","WBT","Surface",124945.017099999,-207453.638699999,TRUE
"2892",2892,"5410024",3400,"RICHGROVE COMMUNITY SERVICES DISTRICT","WBT","Ground",80678.8044000007,-246118.4747,TRUE
"2893",2893,"5410025",1673,"WOODVILLE PUBLIC UTILITY DIST","WBT","Ground",71828.4835000001,-213563.9839,TRUE
"2894",2894,"5410026",2200,"POPLAR COMM SERVICE DIST","WBT","Ground",76992.2710000016,-217569.9329,TRUE
"2895",2895,"5410033",1500,"PRATT MUTUAL WATER CO","WBT","Ground",58369.9690000005,-204814.1964,TRUE
"2896",2896,"5410034",508,"PINE FLAT WATER COMPANY","WBT","Ground",122296.581700001,-237402.0867,TRUE
"2897",2897,"5410037",550,"LSID-PAGE MOORE SYSTEM","WBT","Surface",82937.0751999989,-199936.4432,TRUE
"2898",2898,"5410038",2340,"TERRA BELLA IRRIGATION DISTRICT - TBT","WBT","Both",89809.0791999996,-228941.0481,TRUE
"2899",2899,"5410039",700,"PLAINVIEW MUTUAL WATER COMPANY","WBT","Ground",78009.6477000006,-207790.1328,TRUE
"2900",2900,"5410041",617,"CWS - TULCO WATER COMPANY","WBT","Ground",64488.6961000003,-201446.9318,TRUE
"2901",2901,"5410046",844,"CWS - OAK RANCH","WBT","Ground",68221.9908999987,-184180.9343,TRUE
"2902",2902,"5410048",339,"PORTERVILLE-JONES CORNER","WBT","Ground",80876.6873999983,-216069.067,TRUE
"2903",2903,"5410050",1026,"ALPAUGH JOINT POWERS AUTHORITY","WBT","Ground",46218.2886999995,-236437.129,TRUE
"2904",2904,"5410502",35,"NPS-LODGEPOLE","WBT",NA,112865.990400001,-152905.2896,TRUE
"2905",2905,"5410801",1798,"PORTERVILLE DEVELOPMENTAL CENTER","WBT","Ground",91387.4730000012,-219558.5278,TRUE
"2906",2906,"5500040",230,"BLUEBELL VALLEY MWC","WBT","Ground",-27353.5130999982,-7635.28910000063,TRUE
"2907",2907,"5500042",420,"BELLEVIEW OAKS MUTUAL WATER CO","WBT","Ground",-25017.4759999998,-74.4550999999046,TRUE
"2908",2908,"5500060",352,"MI-WUK HEIGHTS MWC","WBT","Both",-15536.9901000001,4748.00579999946,TRUE
"2909",2909,"5500074",272,"SIERRA VILLAGE MUTUAL WATER CO","WBT","Both",-15346.8612999991,6272.28519999981,TRUE
"2910",2910,"5500363",54,"TUD-WARDS FERRY RANCHES","WBT","Ground",-28820.6631999984,-8363.61549999937,TRUE
"2911",2911,"5510001",10427,"TUD - SONORA/JAMESTOWN WATER SYSTEM","WBT","Both",-35685.9816999994,-8031.75720000081,TRUE
"2912",2912,"5510002",1466,"TUD - PONDEROSA","WBT","Surface",-20870.0756999999,-3160.20839999989,TRUE
"2913",2913,"5510003",1621,"TUD - TUOLUMNE WATER SYSTEM","WBT","Surface",-21075.5348000005,-6157.59380000085,TRUE
"2914",2914,"5510004",2500,"PINECREST PERMITTEES ASSN","WBT","Both",1277.74240000173,19158.8037999999,TRUE
"2915",2915,"5510005",2782,"TWAIN HARTE COMMUNITY SERVICES DISTRICT","WBT","Both",-20275.0656999983,2200.91779999994,TRUE
"2916",2916,"5510008",3240,"LAKE DON PEDRO C S D","WBT","Both",-29743.2595999986,-37856.2376000006,TRUE
"2917",2917,"5510009",3400,"GROVELAND COMMUNITY SERV DIST","WBT","Surface",-18362.5912000015,-19609.5943,TRUE
"2918",2918,"5510010",5390,"TUD - CRYSTAL FALLS WATER SYSTEM","WBT","Both",-21715.4644000009,901.485099999234,TRUE
"2919",2919,"5510011",375,"COLD SPRINGS WATER CO","WBT","Both",-4864.00230000168,15557.6159000006,TRUE
"2920",2920,"5510012",3498,"TUD - UPPER BASIN WATER SYSTEM","WBT","Both",-16839.5621999986,296.222799999639,TRUE
"2921",2921,"5510013",3856,"TUD - COLUMBIA WATER SYSTEM","WBT","Both",-35667.0540999994,369.38030000031,TRUE
"2922",2922,"5510015",1590,"TUD - CEDAR RIDGE WATER SYSTEM","WBT","Both",-23707.5289999992,4698.71690000035,TRUE
"2923",2923,"5510019",640,"TUD -MONO VILLAGE WATER SYSTEM","WBT","Both",-28411.9657999985,-4639.42200000025,TRUE
"2924",2924,"5510021",76,"TUD-PEACEFUL PINES WATER SYSTEM","WBT","Ground",-13579.691399999,7762.08779999986,TRUE
"2925",2925,"5510025",130,"TUD - PHOENIX LAKE PARK","WBT","Ground",-28205.4411999993,-2195.90980000049,TRUE
"2926",2926,"5510026",870,"PHOENIX LAKE ESTATES CC MWC","WBT","Ground",-26760.3143000007,-331.092199999839,TRUE
"2927",2927,"5510027",531,"TUD-CUESTA CENTER-LAMBERT LAKES","WBT","Both",-28583.7760000005,-5972.48029999994,TRUE
"2928",2928,"5510028",335,"TUD-APPLE VALLEY ESTATES","WBT","Ground",-28867.3596000001,-1000.62890000083,TRUE
"2929",2929,"5510029",531,"TUD - BIG HILL WATER SYSTEM","WBT","Surface",-30720.9618000016,2483.10779999942,TRUE
"2930",2930,"5510030",548,"TUD - MONTE GRANDE WATER SYSTEM","WBT","Both",-24479.2080000006,-4825.85109999962,TRUE
"2931",2931,"5510033",640,"TUD-SCENIC VIEW/SCENIC BROOK","WBT","Both",-28700.8081,-2825.24980000034,TRUE
"2932",2932,"5601104",229,"CASITAS MUTUAL WATER COMPANY","WBT","Both",63633.6108000018,-405404.2834,TRUE
"2933",2933,"5601106",66,"FILLMORE WEST MOBILE HOME PARK","WBT","Ground",96861.2888000011,-400912.7447,TRUE
"2934",2934,"5601120",325,"SISAR MUTUAL WATER CO","WBT","Both",79346.6666000001,-397237.9082,TRUE
"2935",2935,"5601134",150,"ELKINS RANCH","WBT","Both",99193.2419000007,-404465.1648,TRUE
"2936",2936,"5601401",25,"KROTONA INSTITUTE","WBT","Ground",67116.875500001,-397598.529,TRUE
"2937",2937,"5602117",500,"STRICKLAND ACRES","WBT","Ground",78341.6484999992,-417152.1372,TRUE
